period,sectorid,sectordescription,fueltypeid,fueltypedescription,ash_content,consumption_for_eg,consumption_for_eg_btu,consumption_uto,consumption_uto_btu,cost,cost_per_btu,generation,heat_content,sulfur_content,total_consumption,total_consumption_btu,year
01-04-2024,95,Coal Consumption,SPV,solar photovoltaic,,0,0.00066,0,0,0,0,0.19411,0,,0,0.00066,2024
01-04-2024,95,Coal Consumption,SUN,solar,,0,0.00066,0,0,0,0,0.19411,0,,0,0.00066,2024
01-04-2024,96,All Commercial,ALL,all fuels,,0,1.55143,0,0.74694,0,0,198.8877,0,,0,2.29836,2024
01-04-2024,96,All Commercial,AOR,all renewables,,0,0.70438,0,0.06882,0,0,75.33768,0,,0,0.7732,2024
01-04-2024,96,All Commercial,BIO,biomass,,1205.129,0.64791,107.174,0.06882,0,0,58.78797,0.5462,,1312.303,0.71673,2024
01-04-2024,96,All Commercial,DFO,distillate fuel oil,,1.715,0.01025,0.042,0.00024,0,0,0.40914,5.9704,,1.757,0.01049,2024
01-04-2024,96,All Commercial,FOS,fossil fuels,,0,0.77538,0,0.67812,0,3.6305,119.10178,0,,0,1.4535,2024
01-04-2024,96,All Commercial,HPS,hydro-electric pumped storage,,0,0,0,0,0,0,0,0,,0,0,2024
01-04-2024,96,All Commercial,HYC,conventional hydroelectric,,0,0.00713,0,0,0,0,2.089,0,,0,0.00713,2024
01-04-2024,96,All Commercial,LFG,landfill gas,,730.414,0.30119,0,0,0,0,22.26023,0.4124,,730.414,0.30119,2024
01-04-2024,96,All Commercial,MLG,municiapl landfill gas,,0,0.354,0,0,0,0,24.31903,0,,0,0.354,2024
01-04-2024,96,All Commercial,MSB,biogenic municipal solid waste,,6.628,0.05281,0,0,,,2.0588,7.967,,6.628,0.05281,2024
01-04-2024,96,All Commercial,NG,natural gas,,738.146,0.76514,652.597,0.67787,0,3.15015,118.69263,1.0376,,1390.743,1.44301,2024
01-04-2024,96,All Commercial,NGO,natural gas & other gases,,738.146,0.76514,652.597,0.67787,3.75,3.6305,118.69263,1.0376,,1390.743,1.44301,2024
01-04-2024,96,All Commercial,OB2,biomass,,468.087,0.29391,107.174,0.06882,0,0,34.46894,0.6306,,575.261,0.36273,2024
01-04-2024,96,All Commercial,OBW,biomass,,474.715,0.34672,107.174,0.06882,0,0,36.52775,0.7141,,581.889,0.41554,2024
01-04-2024,96,All Commercial,ORW,other renewables,,0,0.29391,0,0.06882,0,0,34.46894,0,,0,0.36273,2024
01-04-2024,96,All Commercial,OTH,other,,5.5,0.06454,0,0,0,0,2.35924,11.7342,,5.5,0.06454,2024
01-04-2024,96,All Commercial,PEL,petroleum liquids,,1.715,0.01025,0.042,0.00024,0,0,0.40914,5.9704,,1.757,0.01049,2024
01-04-2024,96,All Commercial,PET,petroleum,,1.715,0.01025,0.042,0.00024,0,0,0.40914,5.9704,,1.757,0.01049,2024
01-04-2024,96,All Commercial,REN,renewable,,1205.129,0.71151,107.174,0.06882,0,0,77.42668,0.5462,,1312.303,0.78032,2024
01-04-2024,96,All Commercial,SPV,solar photovoltaic,,0,0.05487,0,0,0,0,16.0817,0,,0,0.05487,2024
01-04-2024,96,All Commercial,SUN,solar,,0,0.05487,0,0,0,0,16.0817,0,,0,0.05487,2024
01-04-2024,96,All Commercial,WAS,renewable waste products,,0,0.64791,0,0.06882,0,0,58.78797,0,,0,0.71673,2024
01-04-2024,96,All Commercial,WND,wind,,0,0.0016,0,0,0,0,0.468,0,,0,0.0016,2024
01-04-2024,96,All Commercial,WNT,onshore wind turbine,,0,0.0016,0,0,0,0,0.468,0,,0,0.0016,2024
01-04-2024,96,All Commercial,WOO,waste oil and other oils,,0,0,0,0,0,0,0,0,,0,0,2024
01-04-2024,97,All Industrial,ALL,all fuels,,0,6.72543,0,6.29523,0,0,936.00437,0,,0,13.02066,2024
01-04-2024,97,All Industrial,AOR,all renewables,,0,0.84145,0,0.51507,0,0,82.04816,0,,0,1.35653,2024
01-04-2024,97,All Industrial,BIO,biomass,,89.27,0.73664,30.496,0.51507,0,0,51.32903,10.4513,,119.766,1.25171,2024
01-04-2024,97,All Industrial,BIS,bituminous coal and synthetic coal,6.21,4.976,0.09851,47.172,0.93392,,,21.34022,19.798,0.31,52.148,1.03243,2024
01-04-2024,97,All Industrial,BIT,bituminous coal,6.21,4.976,0.09851,47.172,0.93392,,,21.34022,19.798,0.31,52.148,1.03243,2024
01-04-2024,97,All Industrial,COL,"coal, excluding waste coal",6.21,4.976,0.09851,47.172,0.93392,,,21.34022,19.798,0.31,52.148,1.03243,2024
01-04-2024,97,All Industrial,COW,all coal products,6.21,4.976,0.09851,47.172,0.93392,0,0,21.34022,19.798,0.31,52.148,1.03243,2024
01-04-2024,97,All Industrial,DFO,distillate fuel oil,,0.123,0.00068,0,0,0,0,0.03319,5.5,,0.123,0.00068,2024
01-04-2024,97,All Industrial,FOS,fossil fuels,6.21,0,5.81237,0,5.78016,0,3.6305,832.97644,0,0.31,0,11.59253,2024
01-04-2024,97,All Industrial,LFG,landfill gas,,29.138,0.01748,0,0,0,0,2.421,0.6,,29.138,0.01748,2024
01-04-2024,97,All Industrial,MLG,municiapl landfill gas,,0,0.01748,0,0,0,0,2.421,0,,0,0.01748,2024
01-04-2024,97,All Industrial,NG,natural gas,,4951.506,5.09271,3182.701,3.28956,2.598,3.15015,699.28704,1.0305,,8134.207,8.38227,2024
01-04-2024,97,All Industrial,NGO,natural gas & other gases,,5550.951,5.71319,4905.469,4.84624,3.75,3.6305,811.60303,1.0099,,10456.42,10.55943,2024
01-04-2024,97,All Industrial,OB2,biomass,,16.543,0.00946,0.14,9.00E-05,0,0,0.91062,0.5722,,16.683,0.00955,2024
01-04-2024,97,All Industrial,OBW,biomass,,16.543,0.00946,0.14,9.00E-05,0,0,0.91062,0.5722,,16.683,0.00955,2024
01-04-2024,97,All Industrial,OOG,other gases,,599.445,0.62048,1722.768,1.55668,0,0,112.31598,0.9375,,2322.213,2.17716,2024
01-04-2024,97,All Industrial,ORW,other renewables,,0,0.00946,0,9.00E-05,0,0,0.91062,0,,0,0.00955,2024
01-04-2024,97,All Industrial,OTH,other,,0.068,0.07161,0,0,0,0,20.97977,0,,0.068,0.07161,2024
01-04-2024,97,All Industrial,PEL,petroleum liquids,,0.123,0.00068,0,0,0,0,0.03319,5.5,,0.123,0.00068,2024
01-04-2024,97,All Industrial,PET,petroleum,,0.123,0.00068,0,0,0,0,0.03319,5.5,,0.123,0.00068,2024
01-04-2024,97,All Industrial,RC,refined coal,,0,0,0,0,,,0,0,,0,0,2024
01-04-2024,97,All Industrial,REN,renewable,,89.27,0.84145,30.496,0.51507,0,0,82.04816,10.4513,,119.766,1.35653,2024
01-04-2024,97,All Industrial,RFO,residual fuel oil,,0,0,0,0,0,0,0,0,,0,0,2024
01-04-2024,97,All Industrial,SPV,solar photovoltaic,,0,0.10374,0,0,0,0,30.40513,0,,0,0.10374,2024
01-04-2024,97,All Industrial,SUN,solar,,0,0.10374,0,0,0,0,30.40513,0,,0,0.10374,2024
01-04-2024,97,All Industrial,WAS,renewable waste products,,0,0.02694,0,9.00E-05,0,0,3.33162,0,,0,0.02703,2024
01-04-2024,97,All Industrial,WND,wind,,0,0.00107,0,0,0,0,0.314,0,,0,0.00107,2024
01-04-2024,97,All Industrial,WNT,onshore wind turbine,,0,0.00107,0,0,0,0,0.314,0,,0,0.00107,2024
01-04-2024,97,All Industrial,WOO,waste oil and other oils,,0,0,0,0,0,0,0,0,,0,0,2024
01-04-2024,97,All Industrial,WWW,wood and wood wastes,,0,0.7097,0,0.51498,,,47.99742,0,,0,1.22468,2024
01-04-2024,98,Electric Power,ALL,all fuels,,0,72.01745,0,1.64479,0,0,13907.28158,0,,0,73.66225,2024
01-04-2024,98,Electric Power,AOR,all renewables,,0,27.15099,0,0.30781,0,0,6862.76969,0,,0,27.4588,2024
01-04-2024,98,Electric Power,BIO,biomass,,2282.901,2.88307,76.248,0.30781,0,0,209.93846,1.3526,,2359.149,3.19088,2024
01-04-2024,98,Electric Power,BIS,bituminous coal and synthetic coal,,0,0,0,0,,,0,0,,0,0,2024
01-04-2024,98,Electric Power,BIT,bituminous coal,,0,0,0,0,,,0,0,,0,0,2024
01-04-2024,98,Electric Power,COL,"coal, excluding waste coal",,0,0,0,0,,,0,0,,0,0,2024
01-04-2024,98,Electric Power,COW,all coal products,,0,0,0,0,0,0,0,0,,0,0,2024
01-04-2024,98,Electric Power,DFO,distillate fuel oil,,4.191,0.02423,0,0,0,0,2.36604,5.781,,4.191,0.02423,2024
01-04-2024,98,Electric Power,FOS,fossil fuels,,0,24.64311,0,1.33699,0,3.6305,3234.29357,0,,0,25.98009,2024
01-04-2024,98,Electric Power,GEO,geothermal,,0,2.90196,0,0,0,0,850.515,0,,0,2.90196,2024
01-04-2024,98,Electric Power,HPS,hydro-electric pumped storage,,0,0,0,0,0,0,-18.841,0,,0,0,2024
01-04-2024,98,Electric Power,HYC,conventional hydroelectric,,0,10.05717,0,0,0,0,2947.54933,0,,0,10.05717,2024
01-04-2024,98,Electric Power,LFG,landfill gas,,1913.447,0.90828,42.113,0.01977,0,0,81.08786,0.4746,,1955.56,0.92805,2024
01-04-2024,98,Electric Power,MLG,municiapl landfill gas,,0,0.90828,0,0.01977,0,0,81.08786,0,,0,0.92805,2024
01-04-2024,98,Electric Power,MSB,biogenic municipal solid waste,,0,0,0,0,,,0,0,,0,0,2024
01-04-2024,98,Electric Power,NG,natural gas,,23878.677,24.61672,1287.424,1.33699,3.23,3.131,3231.81153,1.0313,,25166.101,25.95371,2024
01-04-2024,98,Electric Power,NGO,natural gas & other gases,,23878.677,24.61672,1287.424,1.33699,3.75,3.6305,3231.81153,1.0313,,25166.101,25.95371,2024
01-04-2024,98,Electric Power,NUC,nuclear,,0,10.16619,0,0,0,0,973.53,0,,0,10.16619,2024
01-04-2024,98,Electric Power,OB2,biomass,,257.642,0.21225,18.331,0.01949,0,0,16.06284,0.8397,,275.973,0.23173,2024
01-04-2024,98,Electric Power,OBW,biomass,,257.642,0.21225,18.331,0.01949,0,0,16.06284,0.8397,,275.973,0.23173,2024
01-04-2024,98,Electric Power,OOG,other gases,,0,0,0,0,0,0,0,0,,0,0,2024
01-04-2024,98,Electric Power,ORW,other renewables,,0,0.21225,0,0.01949,0,0,16.06284,0,,0,0.23173,2024
01-04-2024,98,Electric Power,OTH,other,,774.349,0,0,0,0,0,-92.02,0,,774.349,0,2024
01-04-2024,98,Electric Power,PC,petroleum coke,,0,0,0,0,0,0,0,0,,0,0,2024
01-04-2024,98,Electric Power,PEL,petroleum liquids,,4.75244,0.02639,0,0,0,0,2.48204,5.5525,,4.75244,0.02639,2024
01-04-2024,98,Electric Power,PET,petroleum,,4.75244,0.02639,0,0,0,0,2.48204,5.5525,,4.75244,0.02639,2024
01-04-2024,98,Electric Power,REN,renewable,,2282.901,37.20816,76.248,0.30781,0,0,9810.31902,1.3526,,2359.149,37.51597,2024
01-04-2024,98,Electric Power,RFO,residual fuel oil,,0,0,0,0,0,0,0,0,,0,0,2024
01-04-2024,98,Electric Power,SPV,solar photovoltaic,,0,13.81105,0,0,0,0,4047.78758,0,,0,13.81105,2024
01-04-2024,98,Electric Power,STH,solar thermal,,0,2.34541,0,0,,,227.71,0,,0,2.34541,2024
01-04-2024,98,Electric Power,SUN,solar,,0,16.15646,0,0,0,0,4275.49758,0,,0,16.15646,2024
01-04-2024,98,Electric Power,WAS,renewable waste products,,0,1.12053,0,0.03926,0,0,97.1507,0,,0,1.15979,2024
01-04-2024,98,Electric Power,WND,wind,,0,5.20951,0,0,0,0,1526.81865,0,,0,5.20951,2024
01-04-2024,98,Electric Power,WNT,onshore wind turbine,,0,5.20951,0,0,0,0,1526.81865,0,,0,5.20951,2024
01-04-2024,98,Electric Power,WOO,waste oil and other oils,,0.56144,0.00216,0,0,0,0,0.116,3.8464,,0.56144,0.00216,2024
01-04-2024,98,Electric Power,WWW,wood and wood wastes,,0,1.76254,0,0.26855,,,112.78776,0,,0,2.03109,2024
01-04-2024,99,All Sectors,ALL,all fuels,,0,80.29431,0,8.68696,0,0,15042.17365,0,,0,88.98127,2024
01-04-2024,99,All Sectors,AOR,all renewables,,0,28.69683,0,0.8917,0,0,7020.15552,0,,0,29.58852,2024
01-04-2024,99,All Sectors,BIO,biomass,,3577.3,4.26762,213.918,0.8917,0,0,320.05546,1.3609,,3791.218,5.15932,2024
01-04-2024,99,All Sectors,BIS,bituminous coal and synthetic coal,6.21,4.976,0.09851,47.172,0.93392,,,21.34022,19.798,0.31,52.148,1.03243,2024
01-04-2024,99,All Sectors,BIT,bituminous coal,6.21,4.976,0.09851,47.172,0.93392,,,21.34022,19.798,0.31,52.148,1.03243,2024
01-04-2024,99,All Sectors,COL,"coal, excluding waste coal",6.21,4.976,0.09851,47.172,0.93392,,,21.34022,19.798,0.31,52.148,1.03243,2024
01-04-2024,99,All Sectors,COW,all coal products,6.21,4.976,0.09851,47.172,0.93392,0,0,21.34022,19.798,0.31,52.148,1.03243,2024
01-04-2024,99,All Sectors,DFO,distillate fuel oil,,6.029,0.03515,0.042,0.00024,0,0,2.80837,5.8302,,6.071,0.03539,2024
01-04-2024,99,All Sectors,FOS,fossil fuels,6.21,0,31.23086,0,7.79526,0,3.6305,4186.37178,0,0.31,0,39.02613,2024
01-04-2024,99,All Sectors,GEO,geothermal,,0,2.90196,0,0,0,0,850.515,0,,0,2.90196,2024
01-04-2024,99,All Sectors,HPS,hydro-electric pumped storage,,0,0,0,0,0,0,-18.841,0,,0,0,2024
01-04-2024,99,All Sectors,HYC,conventional hydroelectric,,0,10.06429,0,0,0,0,2949.63833,0,,0,10.06429,2024
01-04-2024,99,All Sectors,LFG,landfill gas,,2672.999,1.22696,42.113,0.01977,0,0,105.76909,0.4592,,2715.112,1.24673,2024
01-04-2024,99,All Sectors,MLG,municiapl landfill gas,,0,1.27976,0,0.01977,0,0,107.82789,0,,0,1.29953,2024
01-04-2024,99,All Sectors,MSB,biogenic municipal solid waste,,6.628,0.05281,0,0,,,2.0588,7.967,,6.628,0.05281,2024
01-04-2024,99,All Sectors,NG,natural gas,,29568.329,30.47457,5122.722,5.30442,3.2,3.1049,4049.7912,1.0314,,34691.051,35.77898,2024
01-04-2024,99,All Sectors,NGO,natural gas & other gases,,30167.774,31.09504,6845.49,6.8611,3.75,3.6305,4162.10719,1.0255,,37013.264,37.95615,2024
01-04-2024,99,All Sectors,NUC,nuclear,,0,10.16619,0,0,0,0,973.53,0,,0,10.16619,2024
01-04-2024,99,All Sectors,OB2,biomass,,742.272,0.51562,125.645,0.0884,0,0,51.4424,0.6959,,867.917,0.60401,2024
01-04-2024,99,All Sectors,OBW,biomass,,748.9,0.56842,125.645,0.0884,0,0,53.5012,0.751,,874.545,0.65682,2024
01-04-2024,99,All Sectors,OOG,other gases,,599.445,0.62048,1722.768,1.55668,0,0,112.31598,0.9375,,2322.213,2.17716,2024
01-04-2024,99,All Sectors,ORW,other renewables,,0,0.51562,0,0.0884,0,0,51.4424,0,,0,0.60401,2024
01-04-2024,99,All Sectors,OTH,other,,779.917,0.13615,0,0,0,0,-68.68099,0.0828,,779.917,0.13615,2024
01-04-2024,99,All Sectors,PC,petroleum coke,,0,0,0,0,0,0,0,0,,0,0,2024
01-04-2024,99,All Sectors,PEL,petroleum liquids,,6.59044,0.03731,0.042,0.00024,0,0,2.92437,5.6622,,6.63244,0.03755,2024
01-04-2024,99,All Sectors,PET,petroleum,,6.59044,0.03731,0.042,0.00024,0,0,2.92437,5.6622,,6.63244,0.03755,2024
01-04-2024,99,All Sectors,RC,refined coal,,0,0,0,0,,,0,0,,0,0,2024
01-04-2024,99,All Sectors,REN,renewable,,3577.3,38.76112,213.918,0.8917,0,0,9969.79386,1.3609,,3791.218,39.65281,2024
01-04-2024,99,All Sectors,RFO,residual fuel oil,,0,0,0,0,0,0,0,0,,0,0,2024
01-04-2024,99,All Sectors,SPV,solar photovoltaic,,0,13.96966,0,0,0,0,4094.27441,0,,0,13.96966,2024
01-04-2024,99,All Sectors,STH,solar thermal,,0,2.34541,0,0,,,227.71,0,,0,2.34541,2024
01-04-2024,99,All Sectors,SUN,solar,,0,16.31507,0,0,0,0,4321.98441,0,,0,16.31507,2024
01-04-2024,99,All Sectors,WAS,renewable waste products,,0,1.79538,0,0.10817,0,0,159.27029,0,,0,1.90355,2024
01-04-2024,99,All Sectors,WND,wind,,0,5.21217,0,0,0,0,1527.60065,0,,0,5.21217,2024
01-04-2024,99,All Sectors,WNT,onshore wind turbine,,0,5.21217,0,0,0,0,1527.60065,0,,0,5.21217,2024
01-04-2024,99,All Sectors,WOO,waste oil and other oils,,0.56144,0.00216,0,0,0,0,0.116,3.8464,,0.56144,0.00216,2024
01-04-2024,99,All Sectors,WWW,wood and wood wastes,,0,2.47224,0,0.78353,,,160.78518,0,,0,3.25577,2024
01-03-2024,1,Electric Utility,ALL,all fuels,,0,37.1984,0,0.07324,0,0,5874.59566,0,,0,37.27164,2024
01-03-2024,1,Electric Utility,AOR,all renewables,,0,0.42508,0,0.002,0,0,118.0979,0,,0,0.42708,2024
01-03-2024,1,Electric Utility,BIO,biomass,,73.417,0.04394,4.974,0.002,0,0,6.3939,0.5861,,78.391,0.04595,2024
01-03-2024,1,Electric Utility,DFO,distillate fuel oil,,5.317,0.0307,0,0,0,0,3.10788,5.7739,,5.317,0.0307,2024
01-03-2024,1,Electric Utility,FOS,fossil fuels,,0,9.71614,0,0.07123,0,3.3985,1297.76476,0,,0,9.78737,2024
01-03-2024,1,Electric Utility,GEO,geothermal,,0,0.13454,0,0,0,0,39.431,0,,0,0.13454,2024
01-03-2024,1,Electric Utility,HPS,hydro-electric pumped storage,,0,0,0,0,0,0,-2.126,0,,0,0,2024
01-03-2024,1,Electric Utility,HYC,conventional hydroelectric,,0,9.49971,0,0,0,0,2784.115,0,,0,9.49971,2024
01-03-2024,1,Electric Utility,LFG,landfill gas,,7.662,0.00231,2.968,0.0009,0,0,0.19664,0.302,,10.63,0.00321,2024
01-03-2024,1,Electric Utility,MLG,municiapl landfill gas,,0,0.00231,0,0.0009,0,0,0.19664,0,,0,0.00321,2024
01-03-2024,1,Electric Utility,NG,natural gas,,9362.968,9.68296,69.633,0.07123,3.48,3.3985,1294.52088,1.0341,,9432.601,9.7542,2024
01-03-2024,1,Electric Utility,NGO,natural gas & other gases,,9362.968,9.68296,69.633,0.07123,3.48,3.3985,1294.52088,1.0341,,9432.601,9.7542,2024
01-03-2024,1,Electric Utility,NUC,nuclear,,0,17.55748,0,0,0,0,1681.332,0,,0,17.55748,2024
01-03-2024,1,Electric Utility,OB2,biomass,,65.755,0.04163,2.006,0.00111,0,0,6.19727,0.6307,,67.761,0.04274,2024
01-03-2024,1,Electric Utility,OBW,biomass,,65.755,0.04163,2.006,0.00111,0,0,6.19727,0.6307,,67.761,0.04274,2024
01-03-2024,1,Electric Utility,OOG,other gases,,0,0,0,0,0,0,0,0,,0,0,2024
01-03-2024,1,Electric Utility,ORW,other renewables,,0,0.04163,0,0.00111,0,0,6.19727,0,,0,0.04274,2024
01-03-2024,1,Electric Utility,OTH,other,,27.308,0,0,0,0,0,-4.588,0,,27.308,0,2024
01-03-2024,1,Electric Utility,PEL,petroleum liquids,,5.96079,0.03318,0,0,0,0,3.24388,5.5658,,5.96079,0.03318,2024
01-03-2024,1,Electric Utility,PET,petroleum,,5.96079,0.03318,0,0,0,0,3.24388,5.5658,,5.96079,0.03318,2024
01-03-2024,1,Electric Utility,REN,renewable,,73.417,9.92479,4.974,0.002,0,0,2902.2129,0.5861,,78.391,9.92679,2024
01-03-2024,1,Electric Utility,RFO,residual fuel oil,,0,0,0,0,0,0,0,0,,0,0,2024
01-03-2024,1,Electric Utility,SPV,solar photovoltaic,,0,0.06801,0,0,0,0,19.931,0,,0,0.06801,2024
01-03-2024,1,Electric Utility,SUN,solar,,0,0.06801,0,0,0,0,19.931,0,,0,0.06801,2024
01-03-2024,1,Electric Utility,WAS,renewable waste products,,0,0.04394,0,0.002,0,0,6.3939,0,,0,0.04595,2024
01-03-2024,1,Electric Utility,WND,wind,,0,0.17859,0,0,0,0,52.342,0,,0,0.17859,2024
01-03-2024,1,Electric Utility,WNT,onshore wind turbine,,0,0.17859,0,0,0,0,52.342,0,,0,0.17859,2024
01-03-2024,1,Electric Utility,WOO,waste oil and other oils,,0.64379,0.00248,0,0,0,0,0.136,3.8464,,0.64379,0.00248,2024
01-03-2024,2,IPP Non-CHP,ALL,all fuels,,0,39.178,0,0,0,0,7838.55109,0,,0,39.178,2024
01-03-2024,2,IPP Non-CHP,AOR,all renewables,,0,22.78998,0,0,0,0,5721.64257,0,,0,22.78998,2024
01-03-2024,2,IPP Non-CHP,BIO,biomass,,2631.887,3.02281,0,0,0,0,212.52564,1.1485,,2631.887,3.02281,2024
01-03-2024,2,IPP Non-CHP,DFO,distillate fuel oil,,0,0,0,0,0,0,0,0,,0,0,2024
01-03-2024,2,IPP Non-CHP,FOS,fossil fuels,,0,15.89303,0,0,0,3.3985,2057.70968,0,,0,15.89303,2024
01-03-2024,2,IPP Non-CHP,GEO,geothermal,,0,2.83121,0,0,0,0,829.781,0,,0,2.83121,2024
01-03-2024,2,IPP Non-CHP,HYC,conventional hydroelectric,,0,0.49498,0,0,0,0,145.05884,0,,0,0.49498,2024
01-03-2024,2,IPP Non-CHP,LFG,landfill gas,,2246.617,1.08059,0,0,0,0,94.63068,0.481,,2246.617,1.08059,2024
01-03-2024,2,IPP Non-CHP,MLG,municiapl landfill gas,,0,1.08059,0,0,0,0,94.63068,0,,0,1.08059,2024
01-03-2024,2,IPP Non-CHP,NG,natural gas,,15269.674,15.86663,0,0,2.55,3.0914,2055.97019,1.0391,,15269.674,15.86663,2024
01-03-2024,2,IPP Non-CHP,NGO,natural gas & other gases,,15269.674,15.86663,0,0,3.48,3.3985,2055.97019,1.0391,,15269.674,15.86663,2024
01-03-2024,2,IPP Non-CHP,OB2,biomass,,270.969,0.23824,0,0,0,0,17.21724,0.8792,,270.969,0.23824,2024
01-03-2024,2,IPP Non-CHP,OBW,biomass,,270.969,0.23824,0,0,0,0,17.21724,0.8792,,270.969,0.23824,2024
01-03-2024,2,IPP Non-CHP,ORW,other renewables,,0,0.23824,0,0,0,0,17.21724,0,,0,0.23824,2024
01-03-2024,2,IPP Non-CHP,OTH,other,,656.651,0,0,0,0,0,-85.86,0,,656.651,0,2024
01-03-2024,2,IPP Non-CHP,PC,petroleum coke,,0,0,0,0,0,0,0,0,,0,0,2024
01-03-2024,2,IPP Non-CHP,PEL,petroleum liquids,,4.79127,0.0264,0,0,0,0,1.73949,5.5106,,4.79127,0.0264,2024
01-03-2024,2,IPP Non-CHP,PET,petroleum,,4.79127,0.0264,0,0,0,0,1.73949,5.5106,,4.79127,0.0264,2024
01-03-2024,2,IPP Non-CHP,REN,renewable,,2631.887,23.28497,0,0,0,0,5866.70141,1.1485,,2631.887,23.28497,2024
01-03-2024,2,IPP Non-CHP,SPV,solar photovoltaic,,0,10.80024,0,0,0,0,3165.36864,0,,0,10.80024,2024
01-03-2024,2,IPP Non-CHP,STH,solar thermal,,0,1.45059,0,0,,,140.834,0,,0,1.45059,2024
01-03-2024,2,IPP Non-CHP,SUN,solar,,0,12.25083,0,0,0,0,3306.20264,0,,0,12.25083,2024
01-03-2024,2,IPP Non-CHP,WAS,renewable waste products,,0,1.31883,0,0,0,0,111.84792,0,,0,1.31883,2024
01-03-2024,2,IPP Non-CHP,WND,wind,,0,4.68513,0,0,0,0,1373.13328,0,,0,4.68513,2024
01-03-2024,2,IPP Non-CHP,WNT,onshore wind turbine,,0,4.68513,0,0,0,0,1373.13328,0,,0,4.68513,2024
01-03-2024,2,IPP Non-CHP,WOO,waste oil and other oils,,4.79127,0.0264,0,0,0,0,1.73949,5.5106,,4.79127,0.0264,2024
01-03-2024,2,IPP Non-CHP,WWW,wood and wood wastes,,0,1.70399,0,0,,,100.67772,0,,0,1.70399,2024
01-03-2024,3,IPP CHP,ALL,all fuels,,0,4.29961,0,1.77978,0,0,617.20387,0,,0,6.07939,2024
01-03-2024,3,IPP CHP,AOR,all renewables,,0,0.73509,0,0.41169,0,0,64.40826,0,,0,1.14678,2024
01-03-2024,3,IPP CHP,BIO,biomass,,167.848,0.73315,91.583,0.41169,0,0,63.83778,4.4129,,259.431,1.14484,2024
01-03-2024,3,IPP CHP,BIS,bituminous coal and synthetic coal,,0,0,0,0,,,0,0,,0,0,2024
01-03-2024,3,IPP CHP,BIT,bituminous coal,,0,0,0,0,,,0,0,,0,0,2024
01-03-2024,3,IPP CHP,COL,"coal, excluding waste coal",,0,0,0,0,,,0,0,,0,0,2024
01-03-2024,3,IPP CHP,COW,all coal products,,0,0,0,0,0,0,0,0,,0,0,2024
01-03-2024,3,IPP CHP,DFO,distillate fuel oil,,0,0,0,0,0,0,0,0,,0,0,2024
01-03-2024,3,IPP CHP,FOS,fossil fuels,,0,3.56264,0,1.34678,0,3.3985,552.77441,0,,0,4.90942,2024
01-03-2024,3,IPP CHP,LFG,landfill gas,,93.081,0.04611,48.721,0.0236,0,0,5.42121,0.4916,,141.802,0.06971,2024
01-03-2024,3,IPP CHP,MLG,municiapl landfill gas,,0,0.04765,0,0.04104,0,0,5.47619,0,,0,0.08869,2024
01-03-2024,3,IPP CHP,MSB,biogenic municipal solid waste,,0.218,0.00154,2.47,0.01744,,,0.05498,7.061,,2.688,0.01898,2024
01-03-2024,3,IPP CHP,NG,natural gas,,3391.381,3.56264,1283.145,1.34678,2.55,3.0914,552.77441,1.0503,,4674.526,4.90942,2024
01-03-2024,3,IPP CHP,NGO,natural gas & other gases,,3391.381,3.56264,1283.145,1.34678,3.48,3.3985,552.77441,1.0503,,4674.526,4.90942,2024
01-03-2024,3,IPP CHP,OB2,biomass,,34.919,0.02532,20.368,0.02267,0,0,2.6232,0.8681,,55.287,0.048,2024
01-03-2024,3,IPP CHP,OBW,biomass,,35.137,0.02686,22.838,0.04012,0,0,2.67818,1.1553,,57.975,0.06698,2024
01-03-2024,3,IPP CHP,ORW,other renewables,,0,0.02532,0,0.02267,0,0,2.6232,0,,0,0.048,2024
01-03-2024,3,IPP CHP,OTH,other,,0.197,0.00188,1.58,0.02132,0,0,0.02119,13.0536,,1.777,0.0232,2024
01-03-2024,3,IPP CHP,PC,petroleum coke,,0,0,0,0,0,0,0,0,,0,0,2024
01-03-2024,3,IPP CHP,PEL,petroleum liquids,,0,0,0,0,0,0,0,0,,0,0,2024
01-03-2024,3,IPP CHP,PET,petroleum,,0,0,0,0,0,0,0,0,,0,0,2024
01-03-2024,3,IPP CHP,REN,renewable,,167.848,0.73509,91.583,0.41169,0,0,64.40826,4.4129,,259.431,1.14678,2024
01-03-2024,3,IPP CHP,SPV,solar photovoltaic,,0,0.00195,0,0,0,0,0.57049,0,,0,0.00195,2024
01-03-2024,3,IPP CHP,SUN,solar,,0,0.00195,0,0,0,0,0.57049,0,,0,0.00195,2024
01-03-2024,3,IPP CHP,WAS,renewable waste products,,0,0.07298,0,0.06371,0,0,8.09939,0,,0,0.13669,2024
01-03-2024,3,IPP CHP,WWW,wood and wood wastes,,0,0.66017,0,0.34798,,,55.73838,0,,0,1.00815,2024
01-03-2024,4,Commercial Non-CHP,ALL,all fuels,,0,0.60659,0,0,0,0,52.78358,0,,0,0.60659,2024
01-03-2024,4,Commercial Non-CHP,AOR,all renewables,,0,0.44977,0,0,0,0,41.58827,0,,0,0.44977,2024
01-03-2024,4,Commercial Non-CHP,BIO,biomass,,846.587,0.40519,0,0,0,0,28.52217,0.4786,,846.587,0.40519,2024
01-03-2024,4,Commercial Non-CHP,DFO,distillate fuel oil,,2.362,0.01413,0,0,0,0,0.487,5.9812,,2.362,0.01413,2024
