period,sectorid,sectordescription,fueltypeid,fueltypedescription,ash_content,consumption_for_eg,consumption_for_eg_btu,consumption_uto,consumption_uto_btu,cost,cost_per_btu,generation,heat_content,sulfur_content,total_consumption,total_consumption_btu,year
01-01-2025,94,Independent Power Producers,SPV,solar photovoltaic,,0,10.32468,0,0,0,0,3025.98922,0,,0,10.32468,2025
01-01-2025,94,Independent Power Producers,STH,solar thermal,,0,0.70209,0,0,,,68.164,0,,0,0.70209,2025
01-01-2025,94,Independent Power Producers,SUN,solar,,0,11.02677,0,0,0,0,3094.15322,0,,0,11.02677,2025
01-01-2025,94,Independent Power Producers,WAS,renewable waste products,,0,1.40955,0,0.05456,0,0,126.04104,0,,0,1.46411,2025
01-01-2025,94,Independent Power Producers,WND,wind,,0,4.06562,0,0,0,0,1191.56466,0,,0,4.06562,2025
01-01-2025,94,Independent Power Producers,WNT,onshore wind turbine,,0,4.06562,0,0,0,0,1191.56466,0,,0,4.06562,2025
01-01-2025,94,Independent Power Producers,WOO,waste oil and other oils,,2.233,0.01244,0,0,0,0,0.858,5.571,,2.233,0.01244,2025
01-01-2025,94,Independent Power Producers,WWW,wood and wood wastes,,0,2.00051,0,0.4324,,,132.5457,0,,0,2.43291,2025
01-01-2025,95,Coal Consumption,ALL,all fuels,,0,1.2981,0,1.21537,0,0,190.10585,0,,0,2.51347,2025
01-01-2025,95,Coal Consumption,AOR,all renewables,,0,0.00045,0,0,0,0,0.13102,0,,0,0.00045,2025
01-01-2025,95,Coal Consumption,FOS,fossil fuels,,0,1.29766,0,1.21537,0,5.5117,189.97483,0,,0,2.51302,2025
01-01-2025,95,Coal Consumption,NG,natural gas,,1191.655,1.24462,1167.26,1.21537,4.326,5.243325,186.55083,1.0428,,2358.915,2.45998,2025
01-01-2025,95,Coal Consumption,NGO,natural gas & other gases,,1238.885,1.29766,1167.26,1.21537,5.71,5.5117,189.97483,1.0444,,2406.145,2.51302,2025
01-01-2025,95,Coal Consumption,OOG,other gases,,47.23,0.05304,0,0,0,0,3.424,1.123,,47.23,0.05304,2025
01-01-2025,95,Coal Consumption,REN,renewable,,0,0.00045,0,0,0,0,0.13102,0,,0,0.00045,2025
01-01-2025,95,Coal Consumption,SPV,solar photovoltaic,,0,0.00045,0,0,0,0,0.13102,0,,0,0.00045,2025
01-01-2025,95,Coal Consumption,SUN,solar,,0,0.00045,0,0,0,0,0.13102,0,,0,0.00045,2025
01-01-2025,96,All Commercial,ALL,all fuels,,0,1.38188,0,0.91629,0,0,188.4642,0,,0,2.29817,2025
01-01-2025,96,All Commercial,AOR,all renewables,,0,0.65293,0,0.10059,0,0,68.6927,0,,0,0.75353,2025
01-01-2025,96,All Commercial,BIO,biomass,,1339.26,0.61526,163.053,0.10059,0,0,57.65158,0.4765,,1502.313,0.71585,2025
01-01-2025,96,All Commercial,FOS,fossil fuels,,0,0.72269,0,0.81569,0,5.5117,117.96817,0,,0,1.53839,2025
01-01-2025,96,All Commercial,HYC,conventional hydroelectric,,0,0.00603,0,0,0,0,,0,,0,0.00603,2025
01-01-2025,96,All Commercial,LFG,landfill gas,,875.944,0.33214,0,0,0,0,24.96794,0.3792,,875.944,0.33214,2025
01-01-2025,96,All Commercial,MLG,municiapl landfill gas,,0,0.33214,0,0,0,0,24.96794,0,,0,0.33214,2025
01-01-2025,96,All Commercial,MSB,biogenic municipal solid waste,,0,0,0,0,,,0,0,,0,0,2025
01-01-2025,96,All Commercial,NG,natural gas,,693.773,0.72245,783.282,0.81545,0,5.243325,117.93002,1.0412,,1477.055,1.5379,2025
01-01-2025,96,All Commercial,NGO,natural gas & other gases,,693.773,0.72245,783.282,0.81545,5.71,5.5117,117.93002,1.0412,,1477.055,1.5379,2025
01-01-2025,96,All Commercial,OB2,biomass,,463.316,0.28312,163.053,0.10059,0,0,32.68364,0.6126,,626.369,0.38371,2025
01-01-2025,96,All Commercial,OBW,biomass,,463.316,0.28312,163.053,0.10059,0,0,32.68364,0.6126,,626.369,0.38371,2025
01-01-2025,96,All Commercial,ORW,other renewables,,0,0.28312,0,0.10059,0,0,32.68364,0,,0,0.38371,2025
01-01-2025,96,All Commercial,OTH,other,,0.163,0.00023,0,0,0,0,,0,,0.163,0.00023,2025
01-01-2025,96,All Commercial,REN,renewable,,1339.26,0.65896,163.053,0.10059,0,0,70.46053,0.4765,,1502.313,0.75956,2025
01-01-2025,96,All Commercial,SPV,solar photovoltaic,,0,0.03578,0,0,0,0,10.48612,0,,0,0.03578,2025
01-01-2025,96,All Commercial,SUN,solar,,0,0.03578,0,0,0,0,10.48612,0,,0,0.03578,2025
01-01-2025,96,All Commercial,WAS,renewable waste products,,0,0.61526,0,0.10059,0,0,57.65158,0,,0,0.71585,2025
01-01-2025,96,All Commercial,WND,wind,,0,0.00189,0,0,0,0,0.555,0,,0,0.00189,2025
01-01-2025,96,All Commercial,WNT,onshore wind turbine,,0,0.00189,0,0,0,0,0.555,0,,0,0.00189,2025
01-01-2025,96,All Commercial,WOO,waste oil and other oils,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,97,All Industrial,ALL,all fuels,,0,6.75633,0,6.92618,0,0,965.26941,0,,0,13.6825,2025
01-01-2025,97,All Industrial,AOR,all renewables,,0,0.92162,0,0.67083,0,0,89.37694,0,,0,1.59245,2025
01-01-2025,97,All Industrial,BIO,biomass,,70.916,0.83062,42.126,0.67083,0,0,62.70487,13.2822,,113.042,1.50145,2025
01-01-2025,97,All Industrial,BIS,bituminous coal and synthetic coal,6.73,4.511,0.09432,44.1,0.92204,,,19.82677,20.908,0.39,48.611,1.01636,2025
01-01-2025,97,All Industrial,BIT,bituminous coal,6.73,4.511,0.09432,44.1,0.92204,,,19.82677,20.908,0.39,48.611,1.01636,2025
01-01-2025,97,All Industrial,COL,"coal, excluding waste coal",6.73,4.511,0.09432,44.1,0.92204,,,19.82677,20.908,0.39,48.611,1.01636,2025
01-01-2025,97,All Industrial,COW,all coal products,6.73,4.511,0.09432,44.1,0.92204,0,0,19.82677,20.908,0.39,48.611,1.01636,2025
01-01-2025,97,All Industrial,FOS,fossil fuels,6.73,0,5.80122,0,6.25534,0,5.5117,866.07944,0,0.39,0,12.05657,2025
01-01-2025,97,All Industrial,LFG,landfill gas,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,97,All Industrial,MLG,municiapl landfill gas,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,97,All Industrial,NG,natural gas,,4945.915,5.14266,3972.296,4.13479,4.326,5.243325,748.08683,1.0403,,8918.211,9.27746,2025
01-01-2025,97,All Industrial,NGO,natural gas & other gases,,5461.51,5.68328,5190.472,5.30898,5.71,5.5117,842.14716,1.0319,,10651.982,10.99226,2025
01-01-2025,97,All Industrial,OOG,other gases,,515.595,0.54062,1218.176,1.17419,0,0,94.06034,0.9891,,1733.771,1.7148,2025
01-01-2025,97,All Industrial,OTH,other,,0,0.03348,0,0,0,0,9.81304,0,,0,0.03348,2025
01-01-2025,97,All Industrial,PEL,petroleum liquids,,5.349,0.02362,5.575,0.02433,0,0,4.10551,4.3893,,10.924,0.04795,2025
01-01-2025,97,All Industrial,PET,petroleum,,5.349,0.02362,5.575,0.02433,0,0,4.10551,4.3893,,10.924,0.04795,2025
01-01-2025,97,All Industrial,RC,refined coal,,0,0,0,0,,,0,0,,0,0,2025
01-01-2025,97,All Industrial,REN,renewable,,70.916,0.92162,42.126,0.67083,0,0,89.37694,13.2822,,113.042,1.59245,2025
01-01-2025,97,All Industrial,RFO,residual fuel oil,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,97,All Industrial,SPV,solar photovoltaic,,0,0.06922,0,0,0,0,20.28873,0,,0,0.06922,2025
01-01-2025,97,All Industrial,SUN,solar,,0,0.06922,0,0,0,0,20.28873,0,,0,0.06922,2025
01-01-2025,97,All Industrial,WND,wind,,0,0.02178,0,0,0,0,,0,,0,0.02178,2025
01-01-2025,97,All Industrial,WNT,onshore wind turbine,,0,0.02178,0,0,0,0,6.38334,0,,0,0.02178,2025
01-01-2025,97,All Industrial,WOO,waste oil and other oils,,5.121,0.02231,5.546,0.02416,0,0,4.05374,4.356,,10.667,0.04647,2025
01-01-2025,97,All Industrial,WWW,wood and wood wastes,,0,0.81883,0,0.67077,,,61.59952,0,,0,1.4896,2025
01-01-2025,98,Electric Power,ALL,all fuels,,0,91.90104,0,2.12054,0,0,15045.94477,0,,0,94.02157,2025
01-01-2025,98,Electric Power,AOR,all renewables,,0,22.02203,0,0.4887,0,0,5569.86627,0,,0,22.51073,2025
01-01-2025,98,Electric Power,BIO,biomass,,2791.185,3.45059,140.566,0.4887,0,0,264.49916,1.3437,,2931.751,3.93929,2025
01-01-2025,98,Electric Power,BIS,bituminous coal and synthetic coal,,0,0,0,0,,,0,0,,0,0,2025
01-01-2025,98,Electric Power,BIT,bituminous coal,,0,0,0,0,,,0,0,,0,0,2025
01-01-2025,98,Electric Power,COL,"coal, excluding waste coal",,0,0,0,0,,,0,0,,0,0,2025
01-01-2025,98,Electric Power,COW,all coal products,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,98,Electric Power,DFO,distillate fuel oil,,4.789,0.02812,0,0,0,0,2.44786,5.8719,,4.789,0.02812,2025
01-01-2025,98,Electric Power,FOS,fossil fuels,,0,46.87523,0,1.63184,0,5.5117,6397.458,0,,0,48.50706,2025
01-01-2025,98,Electric Power,GEO,geothermal,,0,3.25644,0,0,0,0,954.40828,0,,0,3.25644,2025
01-01-2025,98,Electric Power,HPS,hydro-electric pumped storage,,0,0,0,0,0,0,-45.552,0,,0,0,2025
01-01-2025,98,Electric Power,HYC,conventional hydroelectric,,0,5.37816,0,0,0,0,1576.1015,0,,0,5.37816,2025
01-01-2025,98,Electric Power,LFG,landfill gas,,2301.843,1.04672,72.77,0.03158,0,0,98.1556,0.4541,,2374.613,1.0783,2025
01-01-2025,98,Electric Power,MLG,municiapl landfill gas,,0,1.04672,0,0.03158,0,0,98.1556,0,,0,1.0783,2025
01-01-2025,98,Electric Power,NG,natural gas,,45144.639,46.83227,1570.775,1.63184,5.43,5.2618,6394.05514,1.0374,,46715.414,48.46411,2025
01-01-2025,98,Electric Power,NGO,natural gas & other gases,,45144.639,46.83227,1570.775,1.63184,5.71,5.5117,6394.05514,1.0374,,46715.414,48.46411,2025
01-01-2025,98,Electric Power,NUC,nuclear,,0,17.62563,0,0,0,0,1686.34,0,,0,17.62563,2025
01-01-2025,98,Electric Power,OB2,biomass,,364.331,0.40337,40.722,0.02472,0,0,33.79786,1.0569,,405.053,0.42809,2025
01-01-2025,98,Electric Power,OBW,biomass,,364.331,0.40337,40.722,0.02472,0,0,33.79786,1.0569,,405.053,0.42809,2025
01-01-2025,98,Electric Power,OOG,other gases,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,98,Electric Power,ORW,other renewables,,0,0.40337,0,0.02472,0,0,33.79786,0,,0,0.42809,2025
01-01-2025,98,Electric Power,OTH,other,,977.407,0,0,0,0,0,-138.269,0,,977.407,0,2025
01-01-2025,98,Electric Power,PC,petroleum coke,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,98,Electric Power,PEL,petroleum liquids,,7.64488,0.04296,0,0,0,0,3.40286,5.619,,7.64488,0.04296,2025
01-01-2025,98,Electric Power,PET,petroleum,,7.64488,0.04296,0,0,0,0,3.40286,5.619,,7.64488,0.04296,2025
01-01-2025,98,Electric Power,REN,renewable,,2791.185,27.40019,140.566,0.4887,0,0,7145.96777,1.3437,,2931.751,27.88889,2025
01-01-2025,98,Electric Power,RFO,residual fuel oil,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,98,Electric Power,SPV,solar photovoltaic,,0,10.39509,0,0,0,0,3046.62476,0,,0,10.39509,2025
01-01-2025,98,Electric Power,STH,solar thermal,,0,0.70209,0,0,,,68.164,0,,0,0.70209,2025
01-01-2025,98,Electric Power,SUN,solar,,0,11.09718,0,0,0,0,3114.78876,0,,0,11.09718,2025
01-01-2025,98,Electric Power,WAS,renewable waste products,,0,1.45008,0,0.0563,0,0,131.95346,0,,0,1.50638,2025
01-01-2025,98,Electric Power,WND,wind,,0,4.21782,0,0,0,0,1236.17007,0,,0,4.21782,2025
01-01-2025,98,Electric Power,WNT,onshore wind turbine,,0,4.21782,0,0,0,0,1236.17007,0,,0,4.21782,2025
01-01-2025,98,Electric Power,WOO,waste oil and other oils,,2.85588,0.01484,0,0,0,0,0.955,5.1949,,2.85588,0.01484,2025
01-01-2025,98,Electric Power,WWW,wood and wood wastes,,0,2.00051,0,0.4324,,,132.5457,0,,0,2.43291,2025
01-01-2025,99,All Sectors,ALL,all fuels,,0,100.03925,0,9.963,0,0,16199.67838,0,,0,110.00225,2025
01-01-2025,99,All Sectors,AOR,all renewables,,0,23.59658,0,1.26013,0,0,5727.93591,0,,0,24.8567,2025
01-01-2025,99,All Sectors,BIO,biomass,,4201.361,4.89647,345.745,1.26013,0,0,384.85561,1.354,,4547.106,6.1566,2025
01-01-2025,99,All Sectors,BIS,bituminous coal and synthetic coal,6.73,4.511,0.09432,44.1,0.92204,,,19.82677,20.908,0.39,48.611,1.01636,2025
01-01-2025,99,All Sectors,BIT,bituminous coal,6.73,4.511,0.09432,44.1,0.92204,,,19.82677,20.908,0.39,48.611,1.01636,2025
01-01-2025,99,All Sectors,COL,"coal, excluding waste coal",6.73,4.511,0.09432,44.1,0.92204,,,19.82677,20.908,0.39,48.611,1.01636,2025
01-01-2025,99,All Sectors,COW,all coal products,6.73,4.511,0.09432,44.1,0.92204,0,0,19.82677,20.908,0.39,48.611,1.01636,2025
01-01-2025,99,All Sectors,DFO,distillate fuel oil,,5.059,0.02968,0.071,0.00041,0,0,2.53778,5.865,,5.13,0.03009,2025
01-01-2025,99,All Sectors,FOS,fossil fuels,6.73,0,53.39914,0,8.70288,0,5.5117,7381.50561,0,0.39,0,62.10202,2025
01-01-2025,99,All Sectors,GEO,geothermal,,0,3.25644,0,0,0,0,954.40828,0,,0,3.25644,2025
01-01-2025,99,All Sectors,HPS,hydro-electric pumped storage,,0,0,0,0,0,0,-45.552,0,,0,0,2025
01-01-2025,99,All Sectors,HYC,conventional hydroelectric,,0,5.38419,0,0,0,0,1577.86933,0,,0,5.38419,2025
01-01-2025,99,All Sectors,LFG,landfill gas,,3177.787,1.37886,72.77,0.03158,0,0,123.12354,0.4339,,3250.557,1.41044,2025
01-01-2025,99,All Sectors,MLG,municiapl landfill gas,,0,1.37886,0,0.03158,0,0,123.12354,0,,0,1.41044,2025
01-01-2025,99,All Sectors,MSB,biogenic municipal solid waste,,0,0,0,0,,,0,0,,0,0,2025
01-01-2025,99,All Sectors,NG,natural gas,,50784.327,52.69738,6326.353,6.58208,5.48,5.3091,7260.07198,1.038,,57110.68,59.27946,2025
01-01-2025,99,All Sectors,NGO,natural gas & other gases,,51299.922,53.238,7544.529,7.75627,5.71,5.5117,7354.13232,1.0365,,58844.451,60.99427,2025
01-01-2025,99,All Sectors,NUC,nuclear,,0,17.62563,0,0,0,0,1686.34,0,,0,17.62563,2025
01-01-2025,99,All Sectors,OB2,biomass,,847.073,0.69828,203.874,0.12537,0,0,67.58685,0.7837,,1050.947,0.82365,2025
01-01-2025,99,All Sectors,OBW,biomass,,847.073,0.69828,203.874,0.12537,0,0,67.58685,0.7837,,1050.947,0.82365,2025
01-01-2025,99,All Sectors,OOG,other gases,,515.595,0.54062,1218.176,1.17419,0,0,94.06034,0.9891,,1733.771,1.7148,2025
01-01-2025,99,All Sectors,ORW,other renewables,,0,0.69828,0,0.12537,0,0,67.58685,0,,0,0.82365,2025
01-01-2025,99,All Sectors,OTH,other,,977.57,0.03371,0,0,0,0,-128.42046,0,,977.57,0.03371,2025
01-01-2025,99,All Sectors,PC,petroleum coke,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,99,All Sectors,PEL,petroleum liquids,,13.03588,0.06682,5.617,0.02457,0,0,7.54652,4.8995,,18.65288,0.09139,2025
01-01-2025,99,All Sectors,PET,petroleum,,13.03588,0.06682,5.617,0.02457,0,0,7.54652,4.8995,,18.65288,0.09139,2025
01-01-2025,99,All Sectors,RC,refined coal,,0,0,0,0,,,0,0,,0,0,2025
01-01-2025,99,All Sectors,REN,renewable,,4201.361,28.98077,345.745,1.26013,0,0,7305.80523,1.354,,4547.106,30.2409,2025
01-01-2025,99,All Sectors,RFO,residual fuel oil,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,99,All Sectors,SPV,solar photovoltaic,,0,10.50009,0,0,0,0,3077.39961,0,,0,10.50009,2025
01-01-2025,99,All Sectors,STH,solar thermal,,0,0.70209,0,0,,,68.164,0,,0,0.70209,2025
01-01-2025,99,All Sectors,SUN,solar,,0,11.20218,0,0,0,0,3145.56361,0,,0,11.20218,2025
01-01-2025,99,All Sectors,WAS,renewable waste products,,0,2.07713,0,0.15695,0,0,190.71039,0,,0,2.23409,2025
01-01-2025,99,All Sectors,WND,wind,,0,4.24149,0,0,0,0,1243.1084,0,,0,4.24149,2025
01-01-2025,99,All Sectors,WNT,onshore wind turbine,,0,4.24149,0,0,0,0,1243.1084,0,,0,4.24149,2025
01-01-2025,99,All Sectors,WOO,waste oil and other oils,,7.97688,0.03715,5.546,0.02416,0,0,5.00874,4.5332,,13.52288,0.0613,2025
01-01-2025,99,All Sectors,WWW,wood and wood wastes,,0,2.81934,0,1.10317,,,194.14522,0,,0,3.92251,2025
01-12-2024,1,Electric Utility,ALL,all fuels,,0,41.1147,0,0.11389,0,0,5574.42723,0,,0,41.22859,2024
01-12-2024,1,Electric Utility,AOR,all renewables,,0,0.3872,0,0.00196,0,0,109.2512,0,,0,0.38916,2024
01-12-2024,1,Electric Utility,BIO,biomass,,47.976,0.02773,4.87,0.00196,0,0,3.8982,0.5618,,52.846,0.02969,2024
01-12-2024,1,Electric Utility,DFO,distillate fuel oil,,5.465,0.03184,0,0,0,0,2.41989,5.8261,,5.465,0.03184,2024
01-12-2024,1,Electric Utility,FOS,fossil fuels,,0,18.55476,0,0.11193,0,5.1518,2484.34602,0,,0,18.66669,2024
01-12-2024,1,Electric Utility,GEO,geothermal,,0,0.22778,0,0,0,0,66.759,0,,0,0.22778,2024
01-12-2024,1,Electric Utility,HPS,hydro-electric pumped storage,,0,0,0,0,0,0,-47.251,0,,0,0,2024
01-12-2024,1,Electric Utility,HYC,conventional hydroelectric,,0,4.6128,0,0,0,0,1351.73,0,,0,4.6128,2024
01-12-2024,1,Electric Utility,LFG,landfill gas,,7.497,0.00226,2.906,0.00088,0,0,0.19244,0.302,,10.403,0.00314,2024
01-12-2024,1,Electric Utility,MLG,municiapl landfill gas,,0,0.00226,0,0.00088,0,0,0.19244,0,,0,0.00314,2024
01-12-2024,1,Electric Utility,NG,natural gas,,17839.84,18.52034,109.403,0.11193,5.33,5.1518,2481.73214,1.0381,,17949.243,18.63226,2024
01-12-2024,1,Electric Utility,NGO,natural gas & other gases,,17839.84,18.52034,109.403,0.11193,5.33,5.1518,2481.73214,1.0381,,17949.243,18.63226,2024
01-12-2024,1,Electric Utility,NUC,nuclear,,0,17.55994,0,0,0,0,1681.567,0,,0,17.55994,2024
01-12-2024,1,Electric Utility,OB2,biomass,,40.479,0.02546,1.964,0.00108,0,0,3.70577,0.6254,,42.443,0.02655,2024
01-12-2024,1,Electric Utility,OBW,biomass,,40.479,0.02546,1.964,0.00108,0,0,3.70577,0.6254,,42.443,0.02655,2024
01-12-2024,1,Electric Utility,OOG,other gases,,0,0,0,0,0,0,0,0,,0,0,2024
01-12-2024,1,Electric Utility,ORW,other renewables,,0,0.02546,0,0.00108,0,0,3.70577,0,,0,0.02655,2024
01-12-2024,1,Electric Utility,OTH,other,,27.346,0,0,0,0,0,-5.216,0,,27.346,0,2024
01-12-2024,1,Electric Utility,PEL,petroleum liquids,,6.1382,0.03443,0,0,0,0,2.61389,5.609,,6.1382,0.03443,2024
01-12-2024,1,Electric Utility,PET,petroleum,,6.1382,0.03443,0,0,0,0,2.61389,5.609,,6.1382,0.03443,2024
01-12-2024,1,Electric Utility,REN,renewable,,47.976,5,4.87,0.00196,0,0,1460.9812,0.5618,,52.846,5.00196,2024
01-12-2024,1,Electric Utility,RFO,residual fuel oil,,0,0,0,0,0,0,0,0,,0,0,2024
01-12-2024,1,Electric Utility,SPV,solar photovoltaic,,0,0.05535,0,0,0,0,16.22,0,,0,0.05535,2024
01-12-2024,1,Electric Utility,SUN,solar,,0,0.05535,0,0,0,0,16.22,0,,0,0.05535,2024
01-12-2024,1,Electric Utility,WAS,renewable waste products,,0,0.02773,0,0.00196,0,0,3.8982,0,,0,0.02969,2024
01-12-2024,1,Electric Utility,WND,wind,,0,0.07634,0,0,0,0,22.374,0,,0,0.07634,2024
01-12-2024,1,Electric Utility,WNT,onshore wind turbine,,0,0.07634,0,0,0,0,22.374,0,,0,0.07634,2024
01-12-2024,1,Electric Utility,WOO,waste oil and other oils,,0.6732,0.00259,0,0,0,0,0.194,3.8464,,0.6732,0.00259,2024
01-12-2024,2,IPP Non-CHP,ALL,all fuels,,0,42.97331,0,0,0,0,7638.79427,0,,0,42.97331,2024
01-12-2024,2,IPP Non-CHP,AOR,all renewables,,0,17.88042,0,0,0,0,4368.26959,0,,0,17.88042,2024
01-12-2024,2,IPP Non-CHP,BIO,biomass,,2691.42,3.16191,0,0,0,0,220.14436,1.1748,,2691.42,3.16191,2024
01-12-2024,2,IPP Non-CHP,DFO,distillate fuel oil,,0,0,0,0,0,0,0,0,,0,0,2024
01-12-2024,2,IPP Non-CHP,FOS,fossil fuels,,0,24.84955,0,0,0,5.1518,3355.55639,0,,0,24.84955,2024
01-12-2024,2,IPP Non-CHP,GEO,geothermal,,0,2.931,0,0,0,0,859.028,0,,0,2.931,2024
01-12-2024,2,IPP Non-CHP,HYC,conventional hydroelectric,,0,0.24333,0,0,0,0,71.30229,0,,0,0.24333,2024
01-12-2024,2,IPP Non-CHP,LFG,landfill gas,,2297.944,1.09184,0,0,0,0,96.05652,0.4751,,2297.944,1.09184,2024
01-12-2024,2,IPP Non-CHP,MLG,municiapl landfill gas,,0,1.09184,0,0,0,0,96.05652,0,,0,1.09184,2024
01-12-2024,2,IPP Non-CHP,NG,natural gas,,23939.162,24.84955,0,0,3.598,4.3494,3355.55639,1.038,,23939.162,24.84955,2024
01-12-2024,2,IPP Non-CHP,NGO,natural gas & other gases,,23939.162,24.84955,0,0,5.33,5.1518,3355.55639,1.038,,23939.162,24.84955,2024
01-12-2024,2,IPP Non-CHP,OB2,biomass,,293.614,0.46932,0,0,0,0,33.96915,1.5984,,293.614,0.46932,2024
01-12-2024,2,IPP Non-CHP,OBW,biomass,,293.614,0.46932,0,0,0,0,33.96915,1.5984,,293.614,0.46932,2024
01-12-2024,2,IPP Non-CHP,ORW,other renewables,,0,0.46932,0,0,0,0,33.96915,0,,0,0.46932,2024
01-12-2024,2,IPP Non-CHP,OTH,other,,1041.3,0,0,0,0,0,-156.334,0,,1041.3,0,2024
01-12-2024,2,IPP Non-CHP,PC,petroleum coke,,0,0,0,0,0,0,0,0,,0,0,2024
01-12-2024,2,IPP Non-CHP,PEL,petroleum liquids,,0,0,0,0,0,0,0,0,,0,0,2024
01-12-2024,2,IPP Non-CHP,PET,petroleum,,0,0,0,0,0,0,0,0,,0,0,2024
01-12-2024,2,IPP Non-CHP,REN,renewable,,2691.42,18.12376,0,0,0,0,4439.57188,1.1748,,2691.42,18.12376,2024
01-12-2024,2,IPP Non-CHP,SPV,solar photovoltaic,,0,8.54744,0,0,0,0,2505.10915,0,,0,8.54744,2024
01-12-2024,2,IPP Non-CHP,STH,solar thermal,,0,0.84502,0,0,,,82.041,0,,0,0.84502,2024
01-12-2024,2,IPP Non-CHP,SUN,solar,,0,9.39247,0,0,0,0,2587.15015,0,,0,9.39247,2024
01-12-2024,2,IPP Non-CHP,WAS,renewable waste products,,0,1.56115,0,0,0,0,130.02568,0,,0,1.56115,2024
01-12-2024,2,IPP Non-CHP,WND,wind,,0,2.39505,0,0,0,0,701.94709,0,,0,2.39505,2024
01-12-2024,2,IPP Non-CHP,WNT,onshore wind turbine,,0,2.39505,0,0,0,0,701.94709,0,,0,2.39505,2024
01-12-2024,2,IPP Non-CHP,WOO,waste oil and other oils,,0,0,0,0,0,0,0,0,,0,0,2024
01-12-2024,2,IPP Non-CHP,WWW,wood and wood wastes,,0,1.60076,0,0,,,90.11868,0,,0,1.60076,2024
01-12-2024,3,IPP CHP,ALL,all fuels,,0,6.50436,0,2.058,0,0,969.88567,0,,0,8.56236,2024
01-12-2024,3,IPP CHP,AOR,all renewables,,0,0.49836,0,0.51589,0,0,50.17203,0,,0,1.01425,2024
01-12-2024,3,IPP CHP,BIO,biomass,,149.988,0.49748,98.377,0.51589,0,0,49.91335,4.0802,,248.365,1.01337,2024
01-12-2024,3,IPP CHP,BIS,bituminous coal and synthetic coal,,0,0,0,0,,,0,0,,0,0,2024
01-12-2024,3,IPP CHP,BIT,bituminous coal,,0,0,0,0,,,0,0,,0,0,2024
01-12-2024,3,IPP CHP,COL,"coal, excluding waste coal",,0,0,0,0,,,0,0,,0,0,2024
01-12-2024,3,IPP CHP,COW,all coal products,,0,0,0,0,0,0,0,0,,0,0,2024
01-12-2024,3,IPP CHP,DFO,distillate fuel oil,,0,0,0,0,0,0,0,0,,0,0,2024
01-12-2024,3,IPP CHP,FOS,fossil fuels,,0,6.00599,0,1.54212,0,5.1518,919.76664,0,,0,7.54811,2024
01-12-2024,3,IPP CHP,LFG,landfill gas,,92.623,0.04575,51.344,0.02464,0,0,5.44678,0.4889,,143.967,0.07039,2024
01-12-2024,3,IPP CHP,MLG,municiapl landfill gas,,0,0.04575,0,0.02464,0,0,5.44678,0,,0,0.07039,2024
01-12-2024,3,IPP CHP,NG,natural gas,,5823.219,6.00599,1484.401,1.54212,3.598,4.3494,919.76664,1.0329,,7307.62,7.54811,2024
01-12-2024,3,IPP CHP,NGO,natural gas & other gases,,5823.219,6.00599,1484.401,1.54212,5.33,5.1518,919.76664,1.0329,,7307.62,7.54811,2024
01-12-2024,3,IPP CHP,OB2,biomass,,32.59,0.02371,19.931,0.02219,0,0,2.44986,0.8739,,52.521,0.0459,2024
01-12-2024,3,IPP CHP,OBW,biomass,,32.59,0.02371,19.931,0.02219,0,0,2.44986,0.8739,,52.521,0.0459,2024
01-12-2024,3,IPP CHP,ORW,other renewables,,0,0.02371,0,0.02219,0,0,2.44986,0,,0,0.0459,2024
01-12-2024,3,IPP CHP,OTH,other,,0.063,0,0,0,0,0,-0.053,0,,0.063,0,2024
01-12-2024,3,IPP CHP,PC,petroleum coke,,0,0,0,0,0,0,0,0,,0,0,2024
01-12-2024,3,IPP CHP,PEL,petroleum liquids,,0,0,0,0,0,0,0,0,,0,0,2024
01-12-2024,3,IPP CHP,PET,petroleum,,0,0,0,0,0,0,0,0,,0,0,2024
01-12-2024,3,IPP CHP,REN,renewable,,149.988,0.49836,98.377,0.51589,0,0,50.17203,4.0802,,248.365,1.01425,2024
01-12-2024,3,IPP CHP,SPV,solar photovoltaic,,0,0.00088,0,0,0,0,0.25868,0,,0,0.00088,2024
01-12-2024,3,IPP CHP,SUN,solar,,0,0.00088,0,0,0,0,0.25868,0,,0,0.00088,2024
01-12-2024,3,IPP CHP,WAS,renewable waste products,,0,0.06946,0,0.04683,0,0,7.89664,0,,0,0.11629,2024
01-12-2024,3,IPP CHP,WWW,wood and wood wastes,,0,0.42802,0,0.46906,,,42.01671,0,,0,0.89708,2024
01-12-2024,4,Commercial Non-CHP,ALL,all fuels,,0,0.49164,0,0,0,0,42.22968,0,,0,0.49164,2024
01-12-2024,4,Commercial Non-CHP,AOR,all renewables,,0,0.38371,0,0,0,0,33.13227,0,,0,0.38371,2024
